location,price,m2,price/m2,details,floor,build
"град Велико Търново, Бузлуджа",101 000 лв.,50 m2,(2020 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Бузлуджа",53 000 EUR,59 m2,(898 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Бузлуджа",53 700 EUR,65 m2,(826 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Велико Търново, Бузлуджа",53 700 EUR,82 m2,(655 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Панел
"град Велико Търново, Бузлуджа",54 000 EUR,61 m2,(885 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Велико Търново, Бузлуджа",54 000 EUR,70 m2,(771 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Бузлуджа, Качица",54 700 EUR,62 m2,(882 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2020 г."
"град Велико Търново, Бузлуджа",107 000 лв.,57 m2,(1877 лв./m2),Продава 2-СТАЕН,"Тухла, 2020 г.","
"
"град Велико Търново, Бузлуджа",107 000 лв.,56 m2,(1911 лв./m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Бузлуджа",55 000 EUR,64 m2,(859 EUR/m2),Продава 2-СТАЕН,3-ти от 4,Газ: НЕ
"град Велико Търново, Бузлуджа",55 000 EUR,64 m2,(859 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Газ: НЕ
"град Велико Търново, Бузлуджа",55 000 EUR,59 m2,(932 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Газ: ДА
"град Велико Търново, Бузлуджа",55 000 EUR,44 m2,(1250 EUR/m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Бузлуджа",55 296 EUR,54 m2,(1024 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Бузлуджа",55 662 EUR,86 m2,(647 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Бузлуджа",55 662 EUR,86 m2,(647 EUR/m2),Продава 2-СТАЕН,ДА,ТEЦ: НЕ
"град Велико Търново, Бузлуджа",55 662 EUR,85 m2,(655 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2021 г."
"град Велико Търново, Бузлуджа",55 662 EUR,85 m2,(655 EUR/m2),Продава 2-СТАЕН,Партер от 5,Газ: ДА
"град Велико Търново, Бузлуджа",56 500 EUR,57 m2,(991 EUR/m2),Продава 2-СТАЕН,2-ри от 7,"Строителство: Тухла, 2008 г."
"град Велико Търново, Бузлуджа",56 500 EUR,57 m2,(991 EUR/m2),Продава 2-СТАЕН,Партер от 6,Строителство: Тухла
"град Велико Търново, Бузлуджа",56 600 EUR,56 m2,(1011 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Строителство: Тухла
"град Велико Търново, Бузлуджа",59 522 EUR,91 m2,(654 EUR/m2),Продава 2-СТАЕН,Партер от 5,Газ: ДА
"град Велико Търново, Бузлуджа",59 800 EUR,54 m2,(1107 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Бузлуджа",117 000 лв.,65 m2,(1800 лв./m2),Продава 2-СТАЕН,"Тухла, 2018 г.","
"
"град Велико Търново, Бузлуджа",117 000 лв.,55 m2,(2127 лв./m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Велико Търново, Бузлуджа",60 000 EUR,60 m2,(1000 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Велико Търново, Бузлуджа, магазин Лидъл",62 000 EUR,76 m2,(816 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Велико Търново, Бузлуджа, магазин Лидъл",62 000 EUR,75 m2,(827 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Велико Търново, Бузлуджа",68 000 EUR,73 m2,(932 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Газ: ДА
"град Велико Търново, Бузлуджа",69 092 EUR,106 m2,(652 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Газ: ДА
"град Велико Търново, Бузлуджа",69 500 EUR,84 m2,(827 EUR/m2),Продава 2-СТАЕН,ДА,ТEЦ: НЕ
"град Велико Търново, Бузлуджа",72 000 EUR,63 m2,(1143 EUR/m2),Продава 2-СТАЕН,4-ти от 5,Строителство: Панел
"град Велико Търново, Бузлуджа",72 000 EUR,63 m2,(1143 EUR/m2),Продава 2-СТАЕН,4-ти от 6,Строителство: Панел
"град Велико Търново, Бузлуджа",75 000 EUR,76 m2,(987 EUR/m2),Продава 2-СТАЕН,3-ти от 5,Газ: НЕ
"град Велико Търново, Бузлуджа",75 000 EUR,85 m2,(882 EUR/m2),Продава 2-СТАЕН,3-ти от 5,Строителство: Тухла
"град Велико Търново, Бузлуджа",85 000 EUR,62 m2,(1371 EUR/m2),Продава 2-СТАЕН,4-ти от 4,Газ: НЕ
"град Велико Търново, Бузлуджа",94 000 EUR,77 m2,(1221 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Газ: ДА
"град Велико Търново, Бузлуджа",95 000 EUR,62 m2,(1532 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Газ: НЕ
"град Велико Търново, Варуша, до Американския колеж",58 000 EUR,75 m2,(773 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Варуша",58 000 EUR,75 m2,(773 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Варуша",63 500 EUR,78 m2,(814 EUR/m2),Продава 2-СТАЕН,НЕ,ТEЦ: НЕ
"град Велико Търново, Зона Б",34 900 EUR,40 m2,(873 EUR/m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Зона Б",38 000 EUR,67 m2,(567 EUR/m2),Продава 2-СТАЕН,5-ти от 5,ТEЦ: НЕ
"град Велико Търново, Зона Б",75 000 лв.,65 m2,(1154 лв./m2),Продава 2-СТАЕН,"Панел, 1987 г.","
"
"град Велико Търново, Зона Б",75 000 лв.,64 m2,(1172 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Зона Б",75 000 лв.,60 m2,(1250 лв./m2),Продава 2-СТАЕН,5-ти от 5,"Строителство: Панел, 1990 г."
"град Велико Търново, Зона Б",38 400 EUR,68 m2,(565 EUR/m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Зона Б",39 500 EUR,67 m2,(590 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Панел
"град Велико Търново, Зона Б",39 900 EUR,65 m2,(614 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Панел
"град Велико Търново, Зона Б",79 000 лв.,70 m2,(1129 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Зона Б",41 000 EUR,87 m2,(471 EUR/m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Зона Б",41 000 EUR,76 m2,(539 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Панел
"град Велико Търново, Зона Б",90 000 лв.,59 m2,(1525 лв./m2),Продава 2-СТАЕН,1-ви от 5,Строителство: Панел
"град Велико Търново, Зона Б",52 275 EUR,69 m2,(758 EUR/m2),Продава 2-СТАЕН,"Тухла, 2021 г.","
"
"град Велико Търново, Зона Б",55 900 EUR,76 m2,(736 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Зона Б",110 500 лв.,45 m2,(2456 лв./m2),Продава 2-СТАЕН,Партер от 6,Строителство: Тухла
"град Велико Търново, Зона Б",56 500 EUR,50 m2,(1130 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Зона Б",56 500 EUR,45 m2,(1256 EUR/m2),Продава 2-СТАЕН,1-ви от 6,ТEЦ: НЕ
"град Велико Търново, Зона Б",56 500 EUR,45 m2,(1256 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Зона Б",56 500 EUR,45 m2,(1256 EUR/m2),Продава 2-СТАЕН,Партер от 4,"Строителство: Тухла, 2000 г."
"град Велико Търново, Зона Б",56 650 EUR,45 m2,(1259 EUR/m2),Продава 2-СТАЕН,Партер от 4,Строителство: Тухла
"град Велико Търново, Зона Б",57 000 EUR,45 m2,(1267 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Зона Б",58 000 EUR,45 m2,(1289 EUR/m2),Продава 2-СТАЕН,1-ви от 4,Газ: ДА
"град Велико Търново, Зона Б",58 200 EUR,52 m2,(1119 EUR/m2),Продава 2-СТАЕН,Партер от 4,Строителство: Тухла
"град Велико Търново, Зона Б",114 000 лв.,45 m2,(2533 лв./m2),Продава 2-СТАЕН,1-ви от 4,Газ: ДА
"град Велико Търново, Зона Б",65 500 EUR,66 m2,(992 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Велико Търново, Зона Б",65 830 EUR,86 m2,(765 EUR/m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 2021 г."
"град Велико Търново, Зона Б",128 800 лв.,60 m2,(2147 лв./m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Велико Търново, Зона Б",66 000 EUR,86 m2,(767 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2020 г."
"град Велико Търново, Зона Б",,70 m2,,Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",44 800 EUR,72 m2,(622 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",51 720 EUR,69 m2,(750 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Велико Търново, Картала",57 700 EUR,81 m2,(712 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Велико Търново, Картала",59 000 EUR,81 m2,(728 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Велико Търново, Картала",59 500 EUR,59 m2,(1008 EUR/m2),Продава 2-СТАЕН,ДА,Строителство: Тухла
"град Велико Търново, Картала",59 500 EUR,59 m2,(1008 EUR/m2),Продава 2-СТАЕН,8-ми от 8,Газ: ДА
"град Велико Търново, Картала",117 000 лв.,68 m2,(1721 лв./m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Тухла
"град Велико Търново, Картала",60 000 EUR,70 m2,(857 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",60 000 EUR,63 m2,(952 EUR/m2),Продава 2-СТАЕН,"Тухла, 2020 г.","
"
"град Велико Търново, Картала",60 000 EUR,65 m2,(923 EUR/m2),Продава 2-СТАЕН,5-ти от 5,"Строителство: Тухла, 2010 г."
"град Велико Търново, Картала",60 000 EUR,68 m2,(882 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2018 г."
"град Велико Търново, Картала",60 000 EUR,64 m2,(938 EUR/m2),Продава 2-СТАЕН,4-ти от 4,Газ: НЕ
"град Велико Търново, Картала",60 000 EUR,68 m2,(882 EUR/m2),Продава 2-СТАЕН,5-ти от 5,"Строителство: Тухла, 2021 г."
"град Велико Търново, Картала",60 000 EUR,65 m2,(923 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Тухла
"град Велико Търново, Картала",61 800 EUR,67 m2,(922 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",61 800 EUR,65 m2,(951 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",61 800 EUR,67 m2,(922 EUR/m2),Продава 2-СТАЕН,4-ти от 4,Газ: НЕ
"град Велико Търново, Картала",62 000 EUR,64 m2,(969 EUR/m2),Продава 2-СТАЕН,4-ти от 4,Строителство: Тухла
"град Велико Търново, Картала",62 000 EUR,64 m2,(969 EUR/m2),Продава 2-СТАЕН,4-ти от 4,Строителство: Тухла
"град Велико Търново, Картала",62 000 EUR,67 m2,(925 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",63 500 EUR,79 m2,(804 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",65 000 EUR,60 m2,(1083 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",65 760 EUR,80 m2,(822 EUR/m2),Продава 2-СТАЕН,4-ти от 6,Газ: ДА
"град Велико Търново, Картала",66 630 EUR,89 m2,(749 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Велико Търново, Картала",68 000 EUR,60 m2,(1133 EUR/m2),Продава 2-СТАЕН,5-ти от 7,"Строителство: Тухла, 2020 г."
"град Велико Търново, Картала",70 000 EUR,68 m2,(1029 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",70 000 EUR,65 m2,(1077 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",70 000 EUR,67 m2,(1045 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Картала",70 000 EUR,66 m2,(1061 EUR/m2),Продава 2-СТАЕН,НЕ,ТEЦ: ДА
"град Велико Търново, Картала",141 015 лв.,66 m2,(2137 лв./m2),Продава 2-СТАЕН,6-ти от 6,"Строителство: Тухла, 2012 г."
"град Велико Търново, Картала",83 020 EUR,111 m2,(748 EUR/m2),Продава 2-СТАЕН,6-ти от 6,Строителство: Тухла
"град Велико Търново, Картала",95 100 EUR,127 m2,(749 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Велико Търново, Колю Фичето",39 000 EUR,30 m2,(1300 EUR/m2),Продава 2-СТАЕН,14-ти от 15,Строителство: ЕПК
"град Велико Търново, Колю Фичето",39 000 EUR,42 m2,(929 EUR/m2),Продава 2-СТАЕН,14-ти от 15,Строителство: Тухла
"град Велико Търново, Колю Фичето",40 000 EUR,42 m2,(952 EUR/m2),Продава 2-СТАЕН,14-ти от 15,"Строителство: ЕПК, 1989 г."
"град Велико Търново, Колю Фичето",40 000 EUR,45 m2,(889 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето, Спортна зала",40 000 EUR,40 m2,(1000 EUR/m2),Продава 2-СТАЕН,14-ти от 14,"Строителство: Тухла, 1986 г."
"град Велико Търново, Колю Фичето",40 000 EUR,40 m2,(1000 EUR/m2),Продава 2-СТАЕН,14-ти от 15,Строителство: Тухла
"град Велико Търново, Колю Фичето",40 000 EUR,45 m2,(889 EUR/m2),Продава 2-СТАЕН,14-ти от 15,"Строителство: Тухла, 1980 г."
"град Велико Търново, Колю Фичето",40 000 EUR,42 m2,(952 EUR/m2),Продава 2-СТАЕН,ЕПК,"
"
"град Велико Търново, Колю Фичето, Краков",40 500 EUR,42 m2,(964 EUR/m2),Продава 2-СТАЕН,14-ти от 15,Газ: НЕ
"град Велико Търново, Колю Фичето",40 500 EUR,30 m2,(1350 EUR/m2),Продава 2-СТАЕН,14-ти от 14,Строителство: ЕПК
"град Велико Търново, Колю Фичето",42 000 EUR,59 m2,(712 EUR/m2),Продава 2-СТАЕН,Партер от 2,Газ: НЕ
"град Велико Търново, Колю Фичето",85 000 лв.,102 m2,(833 лв./m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",45 000 EUR,60 m2,(750 EUR/m2),Продава 2-СТАЕН,2-ри от 2,Газ: НЕ
"град Велико Търново, Колю Фичето",46 400 EUR,75 m2,(619 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Газ: ДА
"град Велико Търново, Колю Фичето",49 000 EUR,67 m2,(731 EUR/m2),Продава 2-СТАЕН,7-ми от 7,Газ: НЕ
"град Велико Търново, Колю Фичето",55 000 EUR,62 m2,(887 EUR/m2),Продава 2-СТАЕН,1-ви от 2,"Строителство: Тухла, 2010 г."
"град Велико Търново, Колю Фичето",113 000 лв.,60 m2,(1883 лв./m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",59 000 EUR,59 m2,(1000 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",60 000 EUR,50 m2,(1200 EUR/m2),Продава 2-СТАЕН,1-ви от 6,"Строителство: Тухла, 2010 г."
"град Велико Търново, Колю Фичето",60 000 EUR,59 m2,(1017 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Газ: НЕ
"град Велико Търново, Колю Фичето",60 000 EUR,64 m2,(938 EUR/m2),Продава 2-СТАЕН,6-ти от 7,Строителство: Тухла
"град Велико Търново, Колю Фичето",60 800 EUR,60 m2,(1013 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",60 800 EUR,50 m2,(1216 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2000 г."
"град Велико Търново, Колю Фичето",61 000 EUR,50 m2,(1220 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",61 000 EUR,55 m2,(1109 EUR/m2),Продава 2-СТАЕН,5-ти от 6,Строителство: Тухла
"град Велико Търново, Колю Фичето",61 000 EUR,60 m2,(1017 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",62 000 EUR,50 m2,(1240 EUR/m2),Продава 2-СТАЕН,5-ти от 6,Газ: НЕ
"град Велико Търново, Колю Фичето",62 000 EUR,100 m2,(620 EUR/m2),Продава 2-СТАЕН,9-ти от 10,ТEЦ: НЕ
"град Велико Търново, Колю Фичето",63 000 EUR,56 m2,(1125 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Колю Фичето",69 000 EUR,70 m2,(986 EUR/m2),Продава 2-СТАЕН,3-ти от 6,"Строителство: Тухла, 2019 г."
"град Велико Търново, Колю Фичето",70 000 EUR,67 m2,(1045 EUR/m2),Продава 2-СТАЕН,5-ти от 6,Газ: НЕ
"град Велико Търново, Колю Фичето",71 000 EUR,75 m2,(947 EUR/m2),Продава 2-СТАЕН,1-ви от 7,Строителство: Тухла
"град Велико Търново, Колю Фичето",71 000 EUR,75 m2,(947 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Газ: НЕ
"град Велико Търново, Колю Фичето",71 000 EUR,79 m2,(899 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Велико Търново, Света гора, м-т Трошана",30 600 EUR,53 m2,(577 EUR/m2),Продава 2-СТАЕН,Партер от 6,Строителство: Тухла
"град Велико Търново, Света гора, Гара Велико Търново",32 000 EUR,82 m2,(390 EUR/m2),Продава 2-СТАЕН,2-ри от 2,ТEЦ: НЕ
"град Велико Търново, Света гора",38 546 EUR,73 m2,(528 EUR/m2),Продава 2-СТАЕН,3-ти от 5,ТEЦ: НЕ
"град Велико Търново, Света гора",38 730 EUR,74 m2,(523 EUR/m2),Продава 2-СТАЕН,1-ви от 5,ТEЦ: НЕ
"град Велико Търново, Света гора",66 190 EUR,131 m2,(505 EUR/m2),Продава 2-СТАЕН,5-ти от 5,ТEЦ: НЕ
"град Велико Търново, Център, Паметник на обесените",52 000 лв.,33 m2,(1576 лв./m2),Продава 2-СТАЕН,2-ри от 2,Строителство: Тухла
"град Велико Търново, Център",30 600 EUR,67 m2,(457 EUR/m2),Продава 2-СТАЕН,Партер от 7,Строителство: Тухла
"град Велико Търново, Център",30 600 EUR,67 m2,(457 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Газ: НЕ
"град Велико Търново, Център, Широк център",37 600 EUR,36 m2,(1044 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",38 000 EUR,52 m2,(731 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",39 268 EUR,59 m2,(666 EUR/m2),Продава 2-СТАЕН,7-ми от 9,Строителство: Тухла
"град Велико Търново, Център",40 000 EUR,42 m2,(952 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",40 000 EUR,45 m2,(889 EUR/m2),Продава 2-СТАЕН,14-ти от 15,Строителство: ЕПК
"град Велико Търново, Център",40 000 EUR,42 m2,(952 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",40 000 EUR,35 m2,(1143 EUR/m2),Продава 2-СТАЕН,14-ти от 14,"Строителство: Тухла, 1980 г."
"град Велико Търново, Център",40 000 EUR,40 m2,(1000 EUR/m2),Продава 2-СТАЕН,14-ти от 14,Строителство: ЕПК
"град Велико Търново, Център",40 200 EUR,42 m2,(957 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",40 800 EUR,74 m2,(551 EUR/m2),Продава 2-СТАЕН,Партер от 6,Строителство: Тухла
"град Велико Търново, Център",40 800 EUR,89 m2,(458 EUR/m2),Продава 2-СТАЕН,Партер от 6,Строителство: Тухла
"град Велико Търново, Център",41 000 EUR,42 m2,(976 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",41 200 EUR,48 m2,(858 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",42 000 EUR,61 m2,(689 EUR/m2),Продава 2-СТАЕН,Панел,"
"
"град Велико Търново, Център",42 000 EUR,42 m2,(1000 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",43 000 EUR,42 m2,(1024 EUR/m2),Продава 2-СТАЕН,2-ри от 7,"Строителство: Гредоред, 1920 г."
"град Велико Търново, Център",43 500 EUR,42 m2,(1036 EUR/m2),Продава 2-СТАЕН,2-ри от 7,"Строителство: Тухла, 1960 г."
"град Велико Търново, Център",43 500 EUR,94 m2,(463 EUR/m2),Продава 2-СТАЕН,4-ти от 6,Строителство: Тухла
"град Велико Търново, Център",43 500 EUR,42 m2,(1036 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 1970 г."
"град Велико Търново, Център",43 500 EUR,42 m2,(1036 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Газ: НЕ
"град Велико Търново, Център",45 000 EUR,81 m2,(556 EUR/m2),Продава 2-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Велико Търново, Център, Топ център",45 645 EUR,72 m2,(634 EUR/m2),Продава 2-СТАЕН,7-ми от 10,"Строителство: Тухла, 2020 г."
"град Велико Търново, Център",50 000 EUR,39 m2,(1282 EUR/m2),Продава 2-СТАЕН,6-ти от 9,"Строителство: Тухла, 2020 г."
"град Велико Търново, Център, бул. България",51 200 EUR,64 m2,(800 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",52 000 EUR,64 m2,(813 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",53 000 EUR,40 m2,(1325 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Строителство: Тухла
"град Велико Търново, Център",105 000 лв.,40 m2,(2625 лв./m2),Продава 2-СТАЕН,8-ми от 9,"Строителство: Тухла, 2020 г."
"град Велико Търново, Център",56 500 EUR,50 m2,(1130 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център",57 000 EUR,50 m2,(1140 EUR/m2),Продава 2-СТАЕН,3-ти от 3,"Строителство: Тухла, 1950 г."
"град Велико Търново, Център, Нова болница",57 700 EUR,65 m2,(888 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Газ: ДА
"град Велико Търново, Център",113 000 лв.,45 m2,(2511 лв./m2),Продава 2-СТАЕН,5-ти от 6,Строителство: Тухла
"град Велико Търново, Център",58 000 EUR,49 m2,(1184 EUR/m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Тухла, 2021 г."
"град Велико Търново, Център",58 600 EUR,40 m2,(1465 EUR/m2),Продава 2-СТАЕН,4-ти от 8,Строителство: Тухла
"град Велико Търново, Център",58 600 EUR,40 m2,(1465 EUR/m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: Тухла, 1980 г."
"град Велико Търново, Център",58 600 EUR,40 m2,(1465 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Велико Търново, Център, до Общината",115 000 лв.,70 m2,(1643 лв./m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Велико Търново, Център, Идеален център",59 100 EUR,68 m2,(869 EUR/m2),Продава 2-СТАЕН,4-ти от 10,Газ: НЕ
"град Велико Търново, Център",59 600 EUR,40 m2,(1490 EUR/m2),Продава 2-СТАЕН,4-ти от 8,Газ: НЕ
"град Велико Търново, Център",59 800 EUR,33 m2,(1812 EUR/m2),Продава 2-СТАЕН,4-ти от 8,Строителство: Тухла
"град Велико Търново, Център",59 800 EUR,40 m2,(1495 EUR/m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: Тухла, 1980 г."
