location,price,m2,price/m2,Rooms,floor,build,EUR price/m2
Боян Българанов 1,34324.0,43.0,(1558 лв./m2),1,6," Панел, 1980 г.",798.0
Боян Българанов 1,40471.0,43.0,(1837 лв./m2),1,6, Панел,941.0
Боян Българанов 2,34850.0,41.0,(850 EUR/m2),1,2, ДА,850.0
Болницата,60000.0,63.0,(952 EUR/m2),2,2, ДА,952.0
Болницата,64800.0,72.0,(900 EUR/m2),2,4, НЕ,900.0
Боян Българанов 2,50840.0,62.0,(820 EUR/m2),2,2, ДА,820.0
Боян Българанов 2,54940.0,67.0,(820 EUR/m2),2,2, ДА,820.0
Боян Българанов 2,63012.0,64.0,(1922 лв./m2),2,4," Панел, 1980 г.",985.0
Добруджански,69160.0,62.0,(2177 лв./m2),2,8, ЕПК,1115.0
Еверест,37398.0,65.0,(1123 лв./m2),2,3, Панел,575.0
Пазара,67623.0,66.0,(2000 лв./m2),2,4, Тухла,1025.0
Тракия,65061.0,62.0,(2048 лв./m2),2,4," Панел, 1986 г.",1049.0
Център,66086.0,70.0,(1843 лв./m2),2,4, Тухла,944.0
Болницата,89000.0,103.0,(864 EUR/m2),3,3, ДА,864.0
Болницата,94775.0,83.0,(2229 лв./m2),3,1," ЕПК, 1980 г.",1142.0
Боян Българанов 2,63960.0,78.0,(820 EUR/m2),3,2, ДА,820.0
Боян Българанов 2,70520.0,86.0,(820 EUR/m2),3,2, ДА,820.0
Боян Българанов 2,73800.0,90.0,(820 EUR/m2),3,2, ДА,820.0
Боян Българанов 2,82000.0,100.0,(820 EUR/m2),3,2, ДА,820.0
Тракия,47643.0,78.0,(1192 лв./m2),3,1," Панел, 1980 г.",611.0
Център,92213.0,85.0,(2118 лв./m2),3,2, Тухла,1085.0
Болницата,128700.0,143.0,(900 EUR/m2),4,6, ДА,900.0
Еверест,60500.0,101.0,(599 EUR/m2),4,3, НЕ,599.0
Математическа гимназия,96311.0,117.0,(1607 лв./m2),4,2, Тухла,823.0
5-ти полк,40700.0,43.0,(947 EUR/m2),1,12, НЕ,947.0
Боян Българанов 2,33299.0,48.0,(1354 лв./m2),1,5, Панел,694.0
Добруджански,36885.0,40.0,(1800 лв./m2),1,5, Панел,922.0
Добруджански,42260.0,42.0,(1006 EUR/m2),1,1," Тухла, 2022 г.",1006.0
Еверест,25102.0,40.0,(1225 лв./m2),1,1," Панел, 1990 г.",628.0
Тракия,31400.0,40.0,(785 EUR/m2),1,4, Тухла,785.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1985 г.",986.0
Тракия,40511.0,48.0,(844 EUR/m2),1,1," Тухла, 2022 г.",844.0
Център,16393.0,26.0,(1231 лв./m2),1,1, Тухла,630.0
Център,29201.0,30.0,(1900 лв./m2),1,1, Тухла,973.0
Болницата,55000.0,59.0,(932 EUR/m2),2,5, ДА,932.0
Болницата,55000.0,57.0,(965 EUR/m2),2,3, ДА,965.0
Болницата,55500.0,60.0,(925 EUR/m2),2,2, ДА,925.0
Болницата,56352.0,60.0,(1833 лв./m2),2,1, Панел,939.0
Болницата,56500.0,60.0,(942 EUR/m2),2,1, ДА,942.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2," Панел, 1980 г.",784.0
Болницата,59500.0,63.0,(944 EUR/m2),2,1, ДА,944.0
Болницата,61000.0,63.0,(968 EUR/m2),2,1, ДА,968.0
Боян Българанов 1,44057.0,60.0,(1433 лв./m2),2,6, Панел,734.0
Боян Българанов 1,46000.0,59.0,(780 EUR/m2),2,8," Панел, 1980 г.",780.0
Боян Българанов 1,66086.0,69.0,(1870 лв./m2),2,4, Панел,958.0
Добруджански,52254.0,62.0,(1645 лв./m2),2,5, Панел,843.0
Добруджански,58914.0,62.0,(1855 лв./m2),2,2, Панел,950.0
Добруджански,61475.0,61.0,(1967 лв./m2),2,5, Панел,1008.0
Еверест,32787.0,64.0,(1000 лв./m2),2,5, Панел,512.0
Математическа гимназия,61475.0,64.0,(1875 лв./m2),2,5," Панел, 1980 г.",961.0
Пазара,58914.0,64.0,(1797 лв./m2),2,4," Панел, 1980 г.",921.0
Пазара,76844.0,68.0,(2206 лв./m2),2,4," ЕПК, 1975 г.",1130.0
Тракия,36885.0,60.0,(1200 лв./m2),2,4, Панел,615.0
Тракия,40471.0,46.0,(1717 лв./m2),2,2, Панел,880.0
Тракия,62500.0,64.0,(1906 лв./m2),2,3, Тухла,977.0
Център,36885.0,55.0,(1309 лв./m2),2,1, Тухла,671.0
Център,69000.0,70.0,(986 EUR/m2),2,2, НЕ,986.0
2-ри корпус,84360.0,105.0,(803 EUR/m2),3,2, НЕ,803.0
2-ри корпус,84529.0,105.0,(1571 лв./m2),3,2, Тухла,805.0
Болницата,83000.0,87.0,(954 EUR/m2),3,1, ДА,954.0
Болницата,84529.0,84.0,(1964 лв./m2),3,6, Панел,1006.0
Болницата,87000.0,99.0,(879 EUR/m2),3,1, ДА,879.0
Болницата,90000.0,100.0,(900 EUR/m2),3,5, ДА,900.0
Боян Българанов 2,61475.0,86.0,(1395 лв./m2),3,5, ДА,715.0
Добруджански,55840.0,76.0,(1434 лв./m2),3,8, Панел,735.0
Добруджански,61475.0,65.0,(1846 лв./m2),3,5," Панел, 1980 г.",946.0
Добруджански,78893.0,84.0,(1833 лв./m2),3,8, Панел,939.0
Добруджански,79406.0,80.0,(1938 лв./m2),3,8," Панел, 1990 г.",993.0
Пазара,81967.0,80.0,(2000 лв./m2),3,1," Тухла, 2020 г.",1025.0
Пазара,85000.0,63.0,(1349 EUR/m2),3,3, НЕ,1349.0
Пазара,102459.0,178.0,(1124 лв./m2),3,5," Тухла, 2015 г.",576.0
Пазара,105000.0,74.0,(1419 EUR/m2),3,2, НЕ,1419.0
Център,85890.0,86.0,(999 EUR/m2),3,4, НЕ,999.0
Център,86066.0,86.0,(1953 лв./m2),3,4, Тухла,1001.0
5-ти полк,70441.0,100.0,(1375 лв./m2),4,5," Панел, 1980 г.",704.0
Болницата,55840.0,89.0,(1225 лв./m2),4,9, ЕПК,627.0
Военно училище,78381.0,100.0,(1530 лв./m2),4,1," Тухла, 1962 г.",784.0
Добруджански,87090.0,92.0,(1848 лв./m2),4,3," Тухла, 1980 г.",947.0
Добруджански,112705.0,98.0,(2245 лв./m2),4,4, Тухла,1150.0
5-ти полк,28176.0,43.0,(1279 лв./m2),1,7," Панел, 1980 г.",655.0
5-ти полк,35348.0,43.0,(1605 лв./m2),1,12, ЕПК,822.0
5-ти полк,35860.0,40.0,(1750 лв./m2),1,12, ЕПК,896.0
5-ти полк,35861.0,38.0,(1842 лв./m2),1,12, ЕПК,944.0
5-ти полк,36117.0,43.0,(1640 лв./m2),1,12," ЕПК, 1980 г.",840.0
5-ти полк,41925.0,41.0,(1023 EUR/m2),1,1, НЕ,1023.0
Басейна,33965.0,42.0,(1579 лв./m2),1,3," Панел, 1990 г.",809.0
Басейна,37910.0,44.0,(1682 лв./m2),1,1," Панел, 1980 г.",862.0
Басейна,37999.0,43.0,(884 EUR/m2),1,1," Панел, 1980 г.",884.0
Басейна,38000.0,44.0,(864 EUR/m2),1,1, Панел,864.0
Басейна,38000.0,48.0,(792 EUR/m2),1,1," Панел, 1988 г.",792.0
Басейна,38000.0,44.0,(864 EUR/m2),1,1, Панел,864.0
Басейна,38000.0,46.0,(826 EUR/m2),1,1," Панел, 1980 г.",826.0
Басейна,38000.0,47.0,(809 EUR/m2),1,1, Панел,809.0
Басейна,38000.0,44.0,(864 EUR/m2),1,1," Панел, 1985 г.",864.0
Басейна,38000.0,44.0,(864 EUR/m2),1,1, Панел,864.0
Басейна,38000.0,47.0,(809 EUR/m2),1,1, НЕ,809.0
Басейна,38422.0,44.0,(1705 лв./m2),1,1," Панел, 1985 г.",873.0
Болницата,30738.0,27.0,(2222 лв./m2),1,1," Тухла, 1983 г.",1138.0
Болницата,33299.0,30.0,(2167 лв./m2),1,1," Тухла, 1960 г.",1110.0
Болницата,39191.0,40.0,(1913 лв./m2),1,6," Тухла, 1988 г.",980.0
Болницата,40984.0,43.0,(1860 лв./m2),1,12," ЕПК, 1985 г.",953.0
Болницата,46107.0,46.0,(1957 лв./m2),1,6," Панел, 1980 г.",1002.0
Болницата,47131.0,50.0,(1840 лв./m2),1,5," Панел, 1980 г.",943.0
Болницата,51230.0,47.0,(2128 лв./m2),1,1," Тухла, 1990 г.",1090.0
Боян Българанов 1,27152.0,45.0,(1178 лв./m2),1,7," Панел, 1970 г.",603.0
Боян Българанов 1,32787.0,44.0,(1455 лв./m2),1,5, НЕ,745.0
Боян Българанов 1,32816.0,41.0,(800 EUR/m2),1,2, ДА,800.0
Боян Българанов 1,32816.0,41.0,(800 EUR/m2),1,2, ДА,800.0
Боян Българанов 1,33043.0,40.0,(1613 лв./m2),1,5," Панел, 1980 г.",826.0
Боян Българанов 1,33299.0,45.0,(1444 лв./m2),1,3, Панел,740.0
Боян Българанов 1,33299.0,45.0,(1444 лв./m2),1,7," Панел, 1975 г.",740.0
Боян Българанов 1,34850.0,41.0,(850 EUR/m2),1,3," Тухла, 2022 г.",850.0
Боян Българанов 1,37910.0,44.0,(1682 лв./m2),1,3," Панел, 1977 г.",862.0
Боян Българанов 1,40471.0,41.0,(1927 лв./m2),1,6, Панел,987.0
Боян Българанов 1,40984.0,40.0,(2000 лв./m2),1,8, Панел,1025.0
Боян Българанов 2,30738.0,40.0,(1500 лв./m2),1,2," Панел, 1998 г.",768.0
Боян Българанов 2,30738.0,45.0,(1333 лв./m2),1,2," Панел, 1993 г.",683.0
Боян Българанов 2,30738.0,42.0,(1429 лв./m2),1,4, Панел,732.0
Боян Българанов 2,31250.0,47.0,(1298 лв./m2),1,1, Панел,665.0
Боян Българанов 2,31250.0,47.0,(1298 лв./m2),1,1, Панел,665.0
Боян Българанов 2,31250.0,47.0,(1298 лв./m2),1,1," Панел, 1980 г.",665.0
Боян Българанов 2,31250.0,47.0,(1298 лв./m2),1,1," Панел, 1980 г.",665.0
Боян Българанов 2,31250.0,47.0,(1298 лв./m2),1,1, Панел,665.0
Боян Българанов 2,31762.0,50.0,(1240 лв./m2),1,1," Тухла, 2020 г.",635.0
Боян Българанов 2,32275.0,48.0,(1313 лв./m2),1,6," Панел, 1988 г.",672.0
Боян Българанов 2,33299.0,45.0,(1444 лв./m2),1,5, Панел,740.0
Боян Българанов 2,33299.0,43.0,(1512 лв./m2),1,5, Панел,774.0
Боян Българанов 2,33299.0,43.0,(1512 лв./m2),1,5," Панел, 1988 г.",774.0
Боян Българанов 2,33299.0,44.0,(1477 лв./m2),1,5, Панел,757.0
Боян Българанов 2,33299.0,46.0,(1413 лв./m2),1,5," Панел, 1985 г.",724.0
Боян Българанов 2,33299.0,43.0,(1512 лв./m2),1,5, Панел,774.0
Боян Българанов 2,33299.0,43.0,(1512 лв./m2),1,5, Панел,774.0
Боян Българанов 2,33299.0,45.0,(1444 лв./m2),1,5," Панел, 1980 г.",740.0
Боян Българанов 2,33299.0,46.0,(1413 лв./m2),1,5," Панел, 1980 г.",724.0
Боян Българанов 2,33299.0,45.0,(1444 лв./m2),1,7, Панел,740.0
Боян Българанов 2,34000.0,47.0,(723 EUR/m2),1,1," Панел, 1980 г.",723.0
Боян Българанов 2,34836.0,40.0,(1700 лв./m2),1,6, Панел,871.0
Боян Българанов 2,35348.0,45.0,(1533 лв./m2),1,7," Панел, 1980 г.",786.0
Боян Българанов 2,35348.0,45.0,(1533 лв./m2),1,7, Панел,786.0
Боян Българанов 2,35348.0,45.0,(1533 лв./m2),1,7," Панел, 1990 г.",786.0
Боян Българанов 2,35348.0,47.0,(1468 лв./m2),1,7, Панел,752.0
Боян Българанов 2,35809.0,40.0,(1748 лв./m2),1,8, Панел,895.0
Боян Българанов 2,35861.0,50.0,(1400 лв./m2),1,7," Панел, 1978 г.",717.0
Гривица,43545.0,43.0,(1977 лв./m2),1,3, Панел,1013.0
Гривица,43545.0,48.0,(1771 лв./m2),1,3," Панел, 1978 г.",907.0
Гривица,43545.0,44.0,(1932 лв./m2),1,3, Панел,990.0
Дивизионна болница,35348.0,42.0,(1643 лв./m2),1,3, Панел,842.0
Добруджански,29201.0,34.0,(1676 лв./m2),1,4, Тухла,859.0
Добруджански,38166.0,44.0,(1693 лв./m2),1,1, Панел,867.0
Добруджански,42260.0,43.0,(983 EUR/m2),1,1, Тухла,983.0
Добруджански,42260.0,43.0,(983 EUR/m2),1,2," Тухла, 2021 г.",983.0
Добруджански,42260.0,42.0,(1006 EUR/m2),1,1," Тухла, 2022 г.",1006.0
Добруджански,47040.0,42.0,(1120 EUR/m2),1,2, ДА,1120.0
Добруджански,48040.0,42.0,(1144 EUR/m2),1,3, ДА,1144.0
Еверест,24590.0,40.0,(1200 лв./m2),1,1," Панел, 1990 г.",615.0
Еверест,24590.0,40.0,(1200 лв./m2),1,1," Панел, 1980 г.",615.0
Еверест,24590.0,40.0,(1200 лв./m2),1,1," Панел, 1990 г.",615.0
Еверест,25102.0,41.0,(1195 лв./m2),1,1," Панел, 1990 г.",612.0
Еверест,25102.0,40.0,(1225 лв./m2),1,1, Панел,628.0
Еверест,25102.0,42.0,(1167 лв./m2),1,1," Панел, 1980 г.",598.0
Еверест,25102.0,40.0,(1225 лв./m2),1,1," Панел, 1990 г.",628.0
Еверест,25615.0,40.0,(1250 лв./m2),1,1, Панел,640.0
Еверест,26639.0,42.0,(1238 лв./m2),1,1," Панел, 1995 г.",634.0
Еверест,32275.0,38.0,(1658 лв./m2),1,3," Панел, 1980 г.",849.0
Пазара,33299.0,35.0,(1857 лв./m2),1,7, ЕПК,951.0
Пазара,43545.0,52.0,(1635 лв./m2),1,2, ЕПК,837.0
Тракия,26383.0,38.0,(1355 лв./m2),1,6, Панел,694.0
Тракия,28176.0,40.0,(1375 лв./m2),1,4," Тухла, 1988 г.",704.0
Тракия,31250.0,40.0,(1525 лв./m2),1,7," ЕПК, 1980 г.",781.0
Тракия,31250.0,38.0,(1605 лв./m2),1,7, ЕПК,822.0
Тракия,31250.0,32.0,(1906 лв./m2),1,7," ЕПК, 1980 г.",977.0
Тракия,31250.0,37.0,(1649 лв./m2),1,7," Тухла, 1985 г.",845.0
Тракия,31250.0,38.0,(1605 лв./m2),1,7," ЕПК, 1980 г.",822.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4," Панел, 1985 г.",788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4," Панел, 1980 г.",788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4," Панел, 1980 г.",788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4, Панел,788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4, Тухла,788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4," Тухла, 1983 г.",788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4, Тухла,788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4, Тухла,788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4," Панел, 1991 г.",788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4, Тухла,788.0
Тракия,31506.0,40.0,(1538 лв./m2),1,4, Тухла,788.0
Тракия,31700.0,38.0,(834 EUR/m2),1,7, ДА,834.0
Тракия,31762.0,38.0,(1632 лв./m2),1,7, ЕПК,836.0
Тракия,31762.0,38.0,(1632 лв./m2),1,7, ЕПК,836.0
Тракия,31762.0,38.0,(1632 лв./m2),1,7, ЕПК,836.0
Тракия,33811.0,41.0,(1610 лв./m2),1,8," Панел, 1980 г.",825.0
Тракия,34068.0,45.0,(1478 лв./m2),1,6," Панел, 1987 г.",757.0
Тракия,34324.0,40.0,(1675 лв./m2),1,5," Панел, 1980 г.",858.0
Тракия,35861.0,42.0,(1667 лв./m2),1,8, Панел,854.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1980 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1980 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1985 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1985 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1980 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, Панел,986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1980 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, Панел,986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, Панел,986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2," Панел, 1985 г.",986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, НЕ,986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, Панел,986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, Панел,986.0
Тракия,39447.0,40.0,(1925 лв./m2),1,2, НЕ,986.0
Тракия,39447.0,42.0,(1833 лв./m2),1,2, Панел,939.0
Тракия,39500.0,40.0,(988 EUR/m2),1,2, НЕ,988.0
Тракия,40471.0,46.0,(1717 лв./m2),1,2, Панел,880.0
Тракия,40471.0,40.0,(1975 лв./m2),1,1," Панел, 1980 г.",1012.0
Тракия,40984.0,40.0,(2000 лв./m2),1,1, Панел,1025.0
Тракия,41240.0,41.0,(1963 лв./m2),1,1, Панел,1006.0
Тракия,41496.0,40.0,(2025 лв./m2),1,4, Панел,1037.0
Тракия,41496.0,46.0,(1761 лв./m2),1,2," Панел, 1980 г.",902.0
Тракия,41752.0,40.0,(2038 лв./m2),1,1, Панел,1044.0
Тракия,42008.0,41.0,(2000 лв./m2),1,7," Панел, 1991 г.",1025.0
Център,28176.0,40.0,(1375 лв./m2),1,4, Тухла,704.0
Център,28689.0,40.0,(1400 лв./m2),1,1, Тухла,717.0
Център,28689.0,40.0,(1400 лв./m2),1,1," Тухла, 1991 г.",717.0
Център,28689.0,30.0,(1867 лв./m2),1,3, Тухла,956.0
Център,29100.0,40.0,(728 EUR/m2),1,1, Тухла,728.0
Център,29200.0,40.0,(1425 лв./m2),1,1, Тухла,730.0
Център,29201.0,40.0,(1425 лв./m2),1,1," Тухла, 1990 г.",730.0
Център,29201.0,40.0,(1425 лв./m2),1,1," Тухла, 1980 г.",730.0
Център,29201.0,40.0,(1425 лв./m2),1,1, Тухла,730.0
Център,33299.0,40.0,(1625 лв./m2),1,1," Тухла, 2012 г.",832.0
Център,40984.0,25.0,(3200 лв./m2),1,1," Тухла, 2015 г.",1639.0
Център,40984.0,41.0,(1951 лв./m2),1,4," Тухла, 1974 г.",1000.0
2-ри корпус,37000.0,51.0,(725 EUR/m2),2,2," Тухла, 2021 г.",725.0
2-ри корпус,64000.0,55.0,(1164 EUR/m2),2,2," Тухла, 2022 г.",1164.0
2-ри корпус,64139.0,55.0,(2276 лв./m2),2,2, ДА,1166.0
5-ти полк,42008.0,69.0,(1188 лв./m2),2,9, ДА,609.0
5-ти полк,44000.0,56.0,(786 EUR/m2),2,3, ДА,786.0
5-ти полк,44000.0,59.0,(746 EUR/m2),2,2, Тухла,746.0
5-ти полк,47131.0,75.0,(1227 лв./m2),2,5," ЕПК, 1991 г.",628.0
5-ти полк,48156.0,69.0,(1362 лв./m2),2,8, Тухла,698.0
5-ти полк,48156.0,68.0,(1382 лв./m2),2,8," Тухла, 1970 г.",708.0
5-ти полк,48668.0,75.0,(1267 лв./m2),2,5," ЕПК, 1991 г.",649.0
5-ти полк,48873.0,75.0,(1272 лв./m2),2,5," ЕПК, 1976 г.",652.0
5-ти полк,48841.0,60.0,(814 EUR/m2),2,2," Тухла, 2023 г.",814.0
5-ти полк,55328.0,64.0,(1688 лв./m2),2,5," Панел, 1985 г.",864.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5," Панел, 1980 г.",851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5, Панел,851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5, ДА,851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5, Панел,851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5," Панел, 1989 г.",851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5, ДА,851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5, Панел,851.0
5-ти полк,55328.0,65.0,(1662 лв./m2),2,5," Панел, 1980 г.",851.0
5-ти полк,56865.0,69.0,(1609 лв./m2),2,2," Тухла, 2021 г.",824.0
5-ти полк,56865.0,78.0,(1423 лв./m2),2,2, Тухла,729.0
5-ти полк,56865.0,81.0,(1370 лв./m2),2,5," Тухла, 2020 г.",702.0
5-ти полк,58914.0,70.0,(1643 лв./m2),2,1," Панел, 1980 г.",842.0
5-ти полк,69672.0,71.0,(1915 лв./m2),2,6," Тухла, 1980 г.",981.0
5-ти полк,71721.0,88.0,(1591 лв./m2),2,2," Тухла, 2021 г.",815.0
Басейна,36373.0,44.0,(1614 лв./m2),2,4," Тухла, 2018 г.",827.0
Басейна,39959.0,55.0,(1418 лв./m2),2,1, Тухла,727.0
Басейна,40984.0,55.0,(1455 лв./m2),2,1, Тухла,745.0
Басейна,40984.0,55.0,(1455 лв./m2),2,1, Тухла,745.0
Басейна,45000.0,55.0,(818 EUR/m2),2,1, НЕ,818.0
Басейна,66598.0,73.0,(1781 лв./m2),2,2," Тухла, 2019 г.",912.0
Басейна,69160.0,73.0,(1849 лв./m2),2,2, ДА,947.0
Болницата,57000.0,60.0,(950 EUR/m2),2,2, ДА,950.0
Болницата,57000.0,57.0,(1000 EUR/m2),2,1, ДА,1000.0
Болницата,57500.0,60.0,(958 EUR/m2),2,1, ДА,958.0
Болницата,57500.0,60.0,(958 EUR/m2),2,2, ДА,958.0
Болницата,57500.0,60.0,(958 EUR/m2),2,3, ДА,958.0
Болницата,57889.0,74.0,(1527 лв./m2),2,2, Панел,782.0
Болницата,57889.0,74.0,(1527 лв./m2),2,2, Панел,782.0
Болницата,57889.0,74.0,(1527 лв./m2),2,2, Панел,782.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2, НЕ,784.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2," Панел, 1989 г.",784.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2, Панел,784.0
Болницата,58000.0,76.0,(763 EUR/m2),2,2," Панел, 1980 г.",763.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2, ДА,784.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2, Панел,784.0
Болницата,58000.0,75.0,(773 EUR/m2),2,2," Панел, 1988 г.",773.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2," Панел, 1980 г.",784.0
Болницата,58000.0,74.0,(784 EUR/m2),2,2," Панел, 1990 г.",784.0
Болницата,59500.0,63.0,(944 EUR/m2),2,2, ДА,944.0
Болницата,60451.0,65.0,(1815 лв./m2),2,2, НЕ,930.0
Болницата,60451.0,68.0,(1735 лв./m2),2,2," Панел, 1985 г.",889.0
Болницата,60451.0,65.0,(1815 лв./m2),2,2," Панел, 1980 г.",930.0
Болницата,60963.0,68.0,(1750 лв./m2),2,2," Панел, 1980 г.",897.0
Болницата,61330.0,72.0,(852 EUR/m2),2,2," Тухла, 2022 г.",852.0
Болницата,61330.0,72.0,(852 EUR/m2),2,4," Тухла, 2022 г.",852.0
Болницата,61475.0,64.0,(1875 лв./m2),2,2, Панел,961.0
Болницата,61475.0,65.0,(1846 лв./m2),2,2," Панел, 1980 г.",946.0
Болницата,61475.0,65.0,(1846 лв./m2),2,2," Панел, 1980 г.",946.0
Болницата,62000.0,64.0,(969 EUR/m2),2,2, ДА,969.0
Болницата,62000.0,64.0,(969 EUR/m2),2,3, ДА,969.0
Болницата,62000.0,63.0,(984 EUR/m2),2,3, ДА,984.0
Болницата,62000.0,63.0,(984 EUR/m2),2,2, ДА,984.0
Болницата,64800.0,72.0,(900 EUR/m2),2,2," Тухла, 2021 г.",900.0
Болницата,66086.0,65.0,(1985 лв./m2),2,1," Панел, 1985 г.",1017.0
Болницата,66086.0,57.0,(2263 лв./m2),2,8," Панел, 1985 г.",1159.0
Болницата,66598.0,62.0,(2097 лв./m2),2,1," Панел, 1985 г.",1074.0
Болницата,66598.0,56.0,(2321 лв./m2),2,8," Панел, 1980 г.",1189.0
Болницата,66598.0,62.0,(2097 лв./m2),2,1, Панел,1074.0
Болницата,67623.0,54.0,(2444 лв./m2),2,7, НЕ,1252.0
Болницата,67623.0,60.0,(2200 лв./m2),2,7," Панел, 1984 г.",1127.0
Болницата,67623.0,60.0,(2200 лв./m2),2,6," Панел, 1985 г.",1127.0
Болницата,71721.0,60.0,(2333 лв./m2),2,2," ЕПК, 1978 г.",1195.0
Болницата,74283.0,59.0,(2458 лв./m2),2,8, Панел,1259.0
Болницата,75000.0,80.0,(938 EUR/m2),2,4," Тухла, 2011 г.",938.0
Болницата,77869.0,62.0,(2452 лв./m2),2,1, Панел,1256.0
Болницата,81967.0,79.0,(2025 лв./m2),2,4," Тухла, 2017 г.",1038.0
Болницата,81967.0,79.0,(2025 лв./m2),2,4," Тухла, 2017 г.",1038.0
Болницата,88115.0,58.0,(2966 лв./m2),2,1, Панел,1519.0
Болницата,89652.0,61.0,(2869 лв./m2),2,8," Панел, 1990 г.",1470.0
Болницата,92469.0,59.0,(3059 лв./m2),2,1," Панел, 1980 г.",1567.0
Болницата,93238.0,61.0,(2984 лв./m2),2,8," Панел, 1975 г.",1528.0
Болницата,93750.0,65.0,(2815 лв./m2),2,1, Панел,1442.0
Болницата,95287.0,63.0,(2952 лв./m2),2,8," Панел, 1985 г.",1512.0
Боян Българанов 1,37910.0,64.0,(1156 лв./m2),2,8," Панел, 1970 г.",592.0
Боян Българанов 1,38934.0,65.0,(1169 лв./m2),2,2, Панел,599.0
Боян Българанов 1,39447.0,64.0,(1203 лв./m2),2,7, Панел,616.0
Боян Българанов 1,42008.0,80.0,(1025 лв./m2),2,2, Панел,525.0
Боян Българанов 1,43494.0,64.0,(1327 лв./m2),2,4, Панел,680.0
